place,place_address,station_name,station_address,distance
Instalación Deportiva Municipal Básica Parque Mujeres de Orcasitas,RONDA COOPERATIVAS 6,Glorieta de Cádiz,Calle Antonio López nº 129,2484.18
Instalación Deportiva Municipal Básica Parque Norte,CALLE Arzobispo Morcillo 9 c/v Frómista,Manuel Caldeiro,Paseo de la Castellana nº 298,3439.43
Instalación Deportiva Municipal Básica Parque Olof Palme,CALLE CERECINOS 4 Parque Olof Palme,San Delfín,Calle San Delfín nº 9,1113.13
Instalación Deportiva Municipal Básica Parque Plata y Castañar,PASEO LOS FERROVIARIOS s/n,Glorieta de Cádiz,Calle Antonio López nº 129,4669.74
Instalación Deportiva Municipal Básica Parque Pradolongo 1,AVENIDA DE LOS POBLADOS (PARQUE PRADOLONGO) 165,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,3253.8
Instalación Deportiva Municipal Básica Parque Rafael Finat,CALLE DAMASQUILLO 1,Caramuel,Calle Caramuel nº 51,4197.55
Instalación Deportiva Municipal Básica Parque San Blas,"CALLE ALBAIDA S/N Avda. Arcentales, Alberique y Ajofrín",Gutierre de Cetina,Calle Gutierre de Cetina nº 77,1709.1
Instalación Deportiva Municipal Básica Parque San Luciano,CALLE SAN LUCIANO 12,Glorieta de Cádiz,Calle Antonio López nº 129,2908.58
Instalación Deportiva Municipal Básica Parque Santa Adela,CALLE SANTA ADELA 14,Manuel Caldeiro,Paseo de la Castellana nº 298,3124.02
Instalación Deportiva Municipal Básica Parque Sector Surbatán,CALLE SEPULVEDA C.V. A CALLE CEBREROS 206,Caramuel,Calle Caramuel nº 51,1475.2
Instalación Deportiva Municipal Básica Parque Supermanzana 7,CALLE FERMIN CABALLERO 25,Pedro Rico,Calle Pedro Rico nº 4,1295.24
Instalación Deportiva Municipal Básica Parque Tanatorio (Salvador Madariaga),CALLE SALVADOR DE MADARIAGA ,Derechos Humanos,Calle Derechos Humanos nº 12,120.79
Instalación Deportiva Municipal Básica Parque Z,CALLE MARROQUINA 88 posterior - Parque de Moratalaz,Marroquina,Calle Camino de los Vinateros nº 108,244.04
Instalación Deportiva Municipal Básica Parque de Atenas,PASEO VIRGEN DEL PUERTO 3,Segovia 45,Calle Segovia nº 45,488.42
Instalación Deportiva Municipal Básica Parque de Berlín,CALLE MARCENADO 51,Parque Berlín,Avenida de Concha Espina nº 34,364.45
Instalación Deportiva Municipal Básica Parque de Comillas,CALLE ANTONIO DE LEYVA 35,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,584.88
Instalación Deportiva Municipal Básica Parque de Roma I,CALLE JUAN ESPLANDIU 4,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,421.11
Instalación Deportiva Municipal Básica Parque de Roma III,CALLE ALCALDE SAINZ DE BARANDA 90,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,64.91
Instalación Deportiva Municipal Básica Parque de San Isidro - Gorrión,CALLE GORRION 36,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,1115.57
Instalación Deportiva Municipal Básica Parque de San Isidro - Vicente Quesada,CALLE VICENTE QUESADA Parque de San Isidro,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,1195.22
Instalación Deportiva Municipal Básica Parque de Skateboard Ignacio Echeverría,PASEO CHOPERA 4,Entrada Matadero,Paseo de la Chopera nº 14,101.29
Instalación Deportiva Municipal Básica Parque de Villa Rosa,CALLE EL PEDERNOSO 19,Carlota O’Neill,Calle Carlota O'Neill nº 32,3014.46
Instalación Deportiva Municipal Básica Parque de la Alcazaba,AVENIDA EL FERROL 1,Torre Cepsa,Calle Sinesio Delgado nº 2,1295.5
Instalación Deportiva Municipal Básica Parque de la Cornisa,CALLE ROSARIO 5,Plaza de San Francisco,Plaza de San Francisco nº 5,131.43
Instalación Deportiva Municipal Básica Parque de la Ventilla,CALLE VIA LIMITE 101,Torre Cepsa,Calle Sinesio Delgado nº 2,631.05
Instalación Deportiva Municipal Básica Parque de las Cruces,AVENIDA POBLADOS S/N,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,3938.79
Instalación Deportiva Municipal Básica Parque de las Cruces I,CALLE ROMPEDIZO 15,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,4539.84
Instalación Deportiva Municipal Básica Parque de las Cruces II,CALLE VIDAUBA 3,Caramuel,Calle Caramuel nº 51,4167.47
Instalación Deportiva Municipal Básica Parque del Oeste,PASEO CAMOENS S/N,Paseo de Moret,Paseo de Moret nº 11,304.42
Instalación Deportiva Municipal Básica Parque la Milanera (La Coma),CALLE RAMON GOMEZ DE LA SERNA 22,Pedro Rico,Calle Pedro Rico nº 4,3100.44
Instalación Deportiva Municipal Básica Paseo del Polideportivo,CALLE VIVERO DE LA PILARICA 3,Pavones,Calle Hacienda de Pavones nº 342,2835.15
Instalación Deportiva Municipal Básica Patrimonio Humanidad,CALLE PATRIMONIO DE LA HUMANIDAD  Frente al número 15. Parc. 3.12.3 del P.A.U. de Carabanchel,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,5481.23
Instalación Deportiva Municipal Básica Peonías - José Miguel Vicens,CALLE PEONIAS 2,Carlota O’Neill,Calle Carlota O'Neill nº 32,2737.3
Instalación Deportiva Municipal Básica Piedrahíta,"CALLE PIEDRAHITA  c/v Real Madrid, 36",Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,3155.02
Instalación Deportiva Municipal Básica Pinar de la Elipa,CALLE JOSE LUIS DE ARRESE S/N,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12,341.08
Instalación Deportiva Municipal Básica Pinos de Osuna,CALLE PINOS DE OSUNA 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,4766.01
Instalación Deportiva Municipal Básica Pirineos,CALLE PIRINEOS S/N frente a Francisco de Diego,Francos Rodríguez,Calle Francos Rodríguez nº 62,703.16
Instalación Deportiva Municipal Básica Pista Deportiva P.A.R. La Alcazaba,INST. DEPORTIVA BASICA SINESIO DELGADO 26,Francos Rodríguez,Calle Francos Rodríguez nº 62,1360.75
Instalación Deportiva Municipal Básica Pista Deportiva Palas del Rey,CALLE PALAS DE REY s/n c/v Frómista,Manuel Caldeiro,Paseo de la Castellana nº 298,3439.43
Instalación Deportiva Municipal Básica Pista Deportiva Parque Miguel Aracil,CALLE JOAQUIN LORENZO 39,Francos Rodríguez,Calle Francos Rodríguez nº 62,2542.22
Instalación Deportiva Municipal Básica Pista Deportiva Parque de Begoña,AVENIDA LLANO CASTELLANO 1,Pedro Rico,Calle Pedro Rico nº 4,459.96
Instalación Deportiva Municipal Básica Pista P.A.R. Moralzarzal,CALLE MORALZARZAL 88,Pedro Rico,Calle Pedro Rico nº 4,2495.87
Instalación Deportiva Municipal Básica Pista de Patinaje Anfevi,CALLE HACIENDA DE PAVONES 127,Pavones,Calle Hacienda de Pavones nº 342,576.71
Instalación Deportiva Municipal Básica Pista de Patinaje Avenida Niza,AVENIDA NIZA s/n c/v Travesía de Carlos II,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,2926.64
Instalación Deportiva Municipal Básica Pista de Petanca Centro de Mayores La Vaguada,AVENIDA MONFORTE DE LEMOS 36,Pedro Rico,Calle Pedro Rico nº 4,1730.87
Instalación Deportiva Municipal Básica Pista de Petanca Parque Fuencarral,CALLE AFUERAS A VALVERDE 2,Pedro Rico,Calle Pedro Rico nº 4,1986.17
Instalación Deportiva Municipal Básica Pista de Petanca de Islas Jarvi,CALLE CASTIELLO DE JACA 3,Pedro Rico,Calle Pedro Rico nº 4,2423.37
Instalación Deportiva Municipal Básica Pista de Skate,CALLE CAPITAN BLANCO ARGIBAY S/N,Remonta,Calle Azucenas nº 1,1380.22
Instalación Deportiva Municipal Básica Pistas de Petanca Dehesa de la Villa,CALLE FRANCOS RODRIGUEZ 1,Estrecho,Calle Navarra nº 1,107.67
Instalación Deportiva Municipal Básica Plan Parcial,CALLE PLAN PARCIAL 3,Glorieta de Cádiz,Calle Antonio López nº 129,2095.58
Instalación Deportiva Municipal Básica Playa de Bolnuevo,CALLE PLAYA DE BOLNUEVO 1,Carlota O’Neill,Calle Carlota O'Neill nº 32,5900.2
Instalación Deportiva Municipal Básica Plaza Arturo Barea,PLAZA Arturo Barea ,Segovia 26,Calle Segovia nº 26,172.79
Instalación Deportiva Municipal Básica Plaza Colonia Oroquieta,CARRETERA ANDALUCIA S/N C/V CARRETERA VILLAVERDE A VALLECAS,Embajadores 191,Calle Sodio nº 1B,4080.45
Instalación Deportiva Municipal Básica Plaza Fonsagrada,PLAZA FONSAGRADA 6,Pedro Rico,Calle Pedro Rico nº 4,1699.17
Instalación Deportiva Municipal Básica Plaza Munguía,PLAZA MUNGUIA 1 Poblado dirigido Orcasitas,Glorieta de Cádiz,Calle Antonio López nº 129,2238.49
Instalación Deportiva Municipal Básica Plaza Vallandes,CALLE CALESAS 4,Antonio López,Calle Eugenio Caxes frente al nº 12,204.28
Instalación Deportiva Municipal Básica Plaza de Arteijo,PLAZA ARTEIJO 10,Pedro Rico,Calle Pedro Rico nº 4,1573.53
Instalación Deportiva Municipal Básica Plaza de Bami - Benidorm,CALLE JOSE VILLENA  esq. Benidorm - Plaza de Bami,Puente de Ventas,Avenida de Daroca nº 2,308.32
Instalación Deportiva Municipal Básica Plaza de María Soledad Torres Acosta,PLAZA María Soledad Torres Acosta ,Segovia 26,Calle Segovia nº 26,172.79
Instalación Deportiva Municipal Básica Plaza de Sestao,PLAZA SESTAO 1,Glorieta de Cádiz,Calle Antonio López nº 129,2505.2
Instalación Deportiva Municipal Básica Plaza de la Orotava,PLAZA LA OROTAVA 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,630.75
Instalación Deportiva Municipal Básica Plaza del Campillo de Mundo Nuevo,PLAZA Campillo del Mundo Nuevo ,Segovia 26,Calle Segovia nº 26,172.79
Instalación Deportiva Municipal Básica Pobladura del Valle,CALLE POBLADURA DEL VALLE s/n c/v Amposta,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,1788.37
Instalación Deportiva Municipal Básica Poeta Esteban Villegas,CALLE POETA ESTEBAN DE VILLEGAS 4,Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,395.05
Instalación Deportiva Municipal Básica Polígono 20 - Padre Claret,CALLE PADRE CLARET 18,Corazón de María,Calle Santa Hortensia nº 31,641.34
Instalación Deportiva Municipal Básica Polígono de las Rosas,CALLE HELSINKI 8 c/v Oslo,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,3247.08
Instalación Deportiva Municipal Básica Polígono de África,CALLE VILLAESCUSA 56,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,1413.04
Instalación Deportiva Municipal Básica Pradillo,CALLE PRADILLO 23,Parque Berlín,Avenida de Concha Espina nº 34,511.35
Instalación Deportiva Municipal Básica Pueblo Nuevo II,CALLE ASCAO  esq. Luis Ruiz,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,221.46
Instalación Deportiva Municipal Básica Puente Ventas,CALLE VIRGEN DE LA PAZ 7 y 9,Puente de Ventas,Avenida de Daroca nº 2,131.6
Instalación Deportiva Municipal Básica Puerto Balbarán,CALLE PUERTO DE BALBARAN 4,Concordia,Calle Arroyo del Olivar nº 6,1757.9
Instalación Deportiva Municipal Básica Puerto Corlite,CALLE PUERTO DE CORLITE 7,Concordia,Calle Arroyo del Olivar nº 6,1325.1
Instalación Deportiva Municipal Básica Puerto Lumbreras,CALLE PUERTO DE LUMBRERAS,Pavones,Calle Hacienda de Pavones nº 342,2443.55
Instalación Deportiva Municipal Básica Puerto Monasterio (cubierta de P.A.R.),CALLE PUERTO DEL MONASTERIO 17,Concordia,Calle Arroyo del Olivar nº 6,190.16
Instalación Deportiva Municipal Básica Puerto Rico,CALLE PUERTO RICO 54 c/v Guatemala,Colombia,Calle Colombia nº 7,276.45
Instalación Deportiva Municipal Básica Puerto Rico - C.D. Alzola,CALLE GAINZA 20,Glorieta de Cádiz,Calle Antonio López nº 129,2721.74
Instalación Deportiva Municipal Básica Puerto Velate,CALLE PUERTO DE VELATE 9,Concordia,Calle Arroyo del Olivar nº 6,1389.65
Instalación Deportiva Municipal Básica Puerto de Béjar,CALLE PUERTO DE BEJAR 7,Embajadores 191,Calle Sodio nº 1B,317.85
Instalación Deportiva Municipal Básica Puerto de Costabona,CALLE PUERTO DE COSTABONA 7,Concordia,Calle Arroyo del Olivar nº 6,1107.2
Instalación Deportiva Municipal Básica Pádel - Madrid Las Tablas,AVENIDA CAMINO DE SANTIAGO 25,Pedro Rico,Calle Pedro Rico nº 4,2695.49
Instalación Deportiva Municipal Básica Quinta de Los Molinos I,"CALLE ALCALA 535,c/vAvenida25Septiembre",Gutierre de Cetina,Calle Gutierre de Cetina nº 77,1946.9
Instalación Deportiva Municipal Básica Quinta de Los Molinos II,"CALLE IQUITOS 1c/vcalleAlcalá,535",C.D. Concepción,Calle Jose del Hierro nº 5,1300.53
Instalación Deportiva Municipal Básica Ramírez de Prado,CALLE RAMIREZ DE PRADO 2,Juan Martín,Calle Juan Martín el Empecinado nº 16,194.42
Instalación Deportiva Municipal Básica Ramón Gómez de la Serna,CALLE RAMON GOMEZ DE LA SERNA 22 c/v Valle de Pinares Llanos y Riscos de Polanco,Pedro Rico,Calle Pedro Rico nº 4,3100.44
Instalación Deportiva Municipal Básica Ramón Pérez de Ayala,CALLE RAMON PEREZ DE AYALA 80,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6,694.9
Instalación Deportiva Municipal Básica Rancho del Cordobés,CALLE PINSAPO 3,Glorieta de Cádiz,Calle Antonio López nº 129,2344.1
Instalación Deportiva Municipal Básica Recinto Ferial San Antonio de la Florida,GLORIETA SAN ANTONIO DE LA FLORIDA S/N en el Recinto Ferial,Paseo de la Florida,Paseo de la Florida nº 8,514.4
Instalación Deportiva Municipal Básica Ricardo Damas,CALLE RICARDO DAMAS 4,Embajadores 191,Calle Sodio nº 1B,479.59
Instalación Deportiva Municipal Básica Rodríguez Sahagún (Campo de Fútbol),PASEO DIRECCION 302,Remonta,Calle Azucenas nº 1,1024.64
Instalación Deportiva Municipal Básica Rodríguez Sahagún I (Capitán Blanco Argibay),CALLE CAPITAN BLANCO ARGIBAY 173,Remonta,Calle Azucenas nº 1,1377.74
Instalación Deportiva Municipal Básica Rodríguez Sahagún II (Los Pinos),CALLE SINESIO DELGADO 30,Torre Cepsa,Calle Sinesio Delgado nº 2,32.31
Instalación Deportiva Municipal Básica Ronda Sur,RONDA SUR 231 c/v Barros,Concordia,Calle Arroyo del Olivar nº 6,2259.12
Instalación Deportiva Municipal Básica Rosa Jardón,CALLE ROSA JARDON 11,Pío XII,Avenida Pío XII nº 3,896.88
Instalación Deportiva Municipal Básica San Anselmo,CALLE SAN ANSELMO 8,Concordia,Calle Arroyo del Olivar nº 6,1261.84
Instalación Deportiva Municipal Básica San Aureliano,CALLE SAN AURELIANO s/n,Glorieta de Cádiz,Calle Antonio López nº 129,5328.67
Instalación Deportiva Municipal Básica San Benigno,CALLE SAN BENIGNO 3,Caramuel,Calle Caramuel nº 51,882.35
Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles II,CALLE GODELLA 48,Embajadores 191,Calle Sodio nº 1B,5091.59
Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles III,CALLE MONCADA 123,Embajadores 191,Calle Sodio nº 1B,5514.18
Instalación Deportiva Municipal Básica San Juan Bautista - Cidamón,CALLE AGASTIA  esq. Cidamón,Condesa de Venadito,Calle Condesa de Venadito nº 2,915.75
Instalación Deportiva Municipal Básica San Lamberto,CALLE SAN LAMBERTO 20 P.A.R.,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12,409.58
Instalación Deportiva Municipal Básica San Pascual,CALLE ESTEBAN MORA S/N esq. Derechos Humanos,Derechos Humanos,Calle Derechos Humanos nº 12,139.39
Instalación Deportiva Municipal Básica San Pol,CALLE SAN POL DE MAR 7,Paseo de la Florida,Paseo de la Florida nº 8,430.56
Instalación Deportiva Municipal Básica Sanchinarro I,CALLE INFANTA CATALINA MICAELA 33,Manuel Caldeiro,Paseo de la Castellana nº 298,2979.94
Instalación Deportiva Municipal Básica Sanchinarro II,CALLE INFANTA CATALINA MICAELA 23,Manuel Caldeiro,Paseo de la Castellana nº 298,2798.72
Instalación Deportiva Municipal Básica Sanchinarro III,CALLE MARIA TUDOR 10,Manuel Caldeiro,Paseo de la Castellana nº 298,2558.11
Instalación Deportiva Municipal Básica Sanchinarro IV,AVENIDA NICETO ALCALA ZAMORA 12,Manuel Caldeiro,Paseo de la Castellana nº 298,3532.11
Instalación Deportiva Municipal Básica Sanchorreja,CALLE SANCHORREJA 8,Caramuel,Calle Caramuel nº 51,2476.1
Instalación Deportiva Municipal Básica Santa Ana I,CALLE HOSPITALET DE LLOBREGAT 11 c/v Travesía Hospitalet de Llobregat,Pedro Rico,Calle Pedro Rico nº 4,1583.56
Instalación Deportiva Municipal Básica Santa Ana II,PASEO ALAMEDILLAS 2,Pedro Rico,Calle Pedro Rico nº 4,1944.01
Instalación Deportiva Municipal Básica Santa Hortensia,CALLE SANTA HORTENSIA 34,Corazón de María,Calle Santa Hortensia nº 31,161.2
Instalación Deportiva Municipal Básica Santa Marca,CALLE PRADILLO 23,Parque Berlín,Avenida de Concha Espina nº 34,511.35
Instalación Deportiva Municipal Básica Santa Petronila,CARRETERA ANDALUCIA S/N SANTA PETRONILA,Embajadores 191,Calle Sodio nº 1B,4554.01
Instalación Deportiva Municipal Básica Santa Rita,CALLE ALBA DE TORMES 2,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,3050.7
Instalación Deportiva Municipal Básica Santa Virgilia,CALLE SANTA VIRGILIA 17,Pío XII,Avenida Pío XII nº 3,3511.93
Instalación Deportiva Municipal Básica Santuario de Valverde (Montecarmenlo),AVENIDA SANTUARIO DE VALVERDE 41,Pedro Rico,Calle Pedro Rico nº 4,2998.25
Instalación Deportiva Municipal Básica Sepúlveda,CALLE SEPULVEDA 220,Caramuel,Calle Caramuel nº 51,2583.14
Instalación Deportiva Municipal Básica Seseña,"CALLE SESEÑA 2 c/v Calle Valmojado, 2",Caramuel,Calle Caramuel nº 51,2783.58
Instalación Deportiva Municipal Básica Sierra Elvira,CALLE SIERRA ELVIRA 37 Posterior,Doctor Lozano,Calle Sierra Toledana nº 33,296.52
Instalación Deportiva Municipal Básica Sierra del Valle,CALLE ARROYO DEL OLIVAR 96,Concordia,Calle Arroyo del Olivar nº 6,669.64
Instalación Deportiva Municipal Básica Sinesio Delgado,CALLE ISLA DE OZA 61,Francos Rodríguez,Calle Francos Rodríguez nº 62,1366.28
Instalación Deportiva Municipal Básica Soto Hidalgo,CALLE RIAÑO 1,Carlota O’Neill,Calle Carlota O'Neill nº 32,6199.49
Instalación Deportiva Municipal Básica Talbot,CALLE TALBOT 3,Glorieta de Cádiz,Calle Antonio López nº 129,2712.91
Instalación Deportiva Municipal Básica Telémaco,CALLE TELEMACO s/n,Carlota O’Neill,Calle Carlota O'Neill nº 32,931.93
Instalación Deportiva Municipal Básica Tercio Terol,CALLE CHINDASVINTO  c/v Tulga,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,1112.1
Instalación Deportiva Municipal Básica Torrelaguna (La Colina),CALLE TORRELAGUNA  esq. Normas,Corazón de María,Calle Santa Hortensia nº 31,1115.62
Instalación Deportiva Municipal Básica Tres Olivos I Pádel,CALLE CUEVA DE MONTESINOS 27,Pedro Rico,Calle Pedro Rico nº 4,1998.4
Instalación Deportiva Municipal Básica Tres Olivos II,AVENIDA CAMPO DE CALATRAVA 3 c/v Alonso Quijano y Afueras a Valverde,Pedro Rico,Calle Pedro Rico nº 4,2197.87
Instalación Deportiva Municipal Básica Tribaldos I,CALLE TRIBALDOS 37 junto a la iglesia,Carlota O’Neill,Calle Carlota O'Neill nº 32,2719.21
Instalación Deportiva Municipal Básica Tribaldos II,CALLE TRIBALDOS 34,Carlota O’Neill,Calle Carlota O'Neill nº 32,2898.17
Instalación Deportiva Municipal Básica Trinquete,CALLE VELACHO BAJO 3,Pío XII,Avenida Pío XII nº 3,2095.19
Instalación Deportiva Municipal Básica UVA Pan Bendito,UVA PAN BENDITO ,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,2965.58
Instalación Deportiva Municipal Básica UVA de Vallecas,CALLE MONTE DE MONTJUICH 9 C/ Sierra Gorda,Pavones,Calle Hacienda de Pavones nº 342,2717.13
Instalación Deportiva Municipal Básica Urbanización Arroyo del Santo,AVENIDA PRUNOS 100,Carlota O’Neill,Calle Carlota O'Neill nº 32,2864.09
Instalación Deportiva Municipal Básica Urbis,AVENIDA DOCTOR GARCIA TAPIA 117 esquina Avd. Moratalaz,Marroquina,Calle Camino de los Vinateros nº 108,507.5
Instalación Deportiva Municipal Básica Valdebebas,CALLE JOSE ANTONIO FERNANDEZ ORDOÑEZ 25,Carlota O’Neill,Calle Carlota O'Neill nº 32,6288.77
Instalación Deportiva Municipal Básica Valdebernardo,CALLE CORDEL DE PAVONES 9,Pavones,Calle Hacienda de Pavones nº 342,1369.75
Instalación Deportiva Municipal Básica Valdelasierra,CALLE VALDELASIERRA 7,Madrid Río-Yeserías,Paseo de Yeserías nº 45,80.56
Instalación Deportiva Municipal Básica Valderriba,AVENIDA GRAN VIA DEL ESTE 14,Pavones,Calle Hacienda de Pavones nº 342,3105.87
Instalación Deportiva Municipal Básica Valderromán,CALLE VALDERROMAN 22,Francos Rodríguez,Calle Francos Rodríguez nº 62,1951.16
Instalación Deportiva Municipal Básica Valdetorres,"CALLE VALDETORRES DE JARAMA 29 Estrecho Ormuz, 6",Carlota O’Neill,Calle Carlota O'Neill nº 32,3023.24
Instalación Deportiva Municipal Básica Valdeyeros,CALLE ROSALIA DE CASTRO 77,Francos Rodríguez,Calle Francos Rodríguez nº 62,3576.2
Instalación Deportiva Municipal Básica Valle Inclán,CALLE VALLE INCLÁN  C/V Aldeanueva de la Vera,Caramuel,Calle Caramuel nº 51,5136.78
Instalación Deportiva Municipal Básica Vereda de Ganapanes,CALLE BECERREA 4 c/v Sinesio Delgado,Remonta,Calle Azucenas nº 1,1618.28
Instalación Deportiva Municipal Básica Via Lusitana,CALLE VIA LUSITANA 19 Parque Sur,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,2522.51
Instalación Deportiva Municipal Básica Villa de Pons - Avenida de San Luis,AVENIDA SAN LUIS 23,Pío XII,Avenida Pío XII nº 3,2264.71
Instalación Deportiva Municipal Básica Villabona,CALLE VILLABONA 4,Glorieta de Cádiz,Calle Antonio López nº 129,2546.71
Instalación Deportiva Municipal Básica Villalonso,CALLE VILLALONSO 8,Glorieta de Cádiz,Calle Antonio López nº 129,4421.45
Instalación Deportiva Municipal Básica Virgen de la Estrella,PLAZUELA VIRGEN DE LA ESTRELLA 1,Niño Jesús,Calle Doctor Esquerdo nº 161,138.02
Instalación Deportiva Municipal Básica Virgen del Cortijo - A.D. Oña Sanchinarro,CALLE OÑA 18,Manuel Caldeiro,Paseo de la Castellana nº 298,2230.98
Instalación Deportiva Municipal Básica Vital Aza,CALLE VITAL AZA  esq. Ezequiel Solana,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,337.03
Instalación Deportiva Municipal Básica Yeserías I,PASEO YESERIAS 1,Pirámides,Calle Toledo nº 181,144.87
Instalación Deportiva Municipal Básica Zazuar,CALLE ZAZUAR 1 c/v Avda. Mediterráneo,Pavones,Calle Hacienda de Pavones nº 342,3162.23
Instalación Deportiva Municipal Básica de Ribadeo y Verín,PLAZAS INTERIORES ENTRE PLAZA RIBADEO 1 Y PLAZA VERIN,Pedro Rico,Calle Pedro Rico nº 4,1924.95
Instalación Deportiva Municipal Básica del Poblado Dirigido (Olesa de Montserrat),AVENIDA CARDENAL HERRERA ORIA 108,Pedro Rico,Calle Pedro Rico nº 4,1168.79
Instalación Deportiva Municipal Básica paseo de la Vaguada,PASEO VAGUADA 13,Pedro Rico,Calle Pedro Rico nº 4,1934.02
Instalación Deportiva Municipal Básica poblado de Santa Ana,CALLE Braille 15,Pedro Rico,Calle Pedro Rico nº 4,1583.71
Instalación Deportiva Municipal Canal de Remo Puente de la Princesa,PASARELA SUR DEL PUENTE DE LA PRINCESA ,Glorieta de Cádiz,Calle Antonio López nº 129,257.8
Instalación Deportiva Municipal Embajadores M-30,CALLE PUERTO DE LA CRUZ VERDE 29,Embajadores 191,Calle Sodio nº 1B,682.84
Instalación Deportiva Municipal Nave de Terneras,PASEO CHOPERA 10,Entrada Matadero,Paseo de la Chopera nº 14,101.29
Instalación Deportiva Municipal Parque Calle Vado,CALLE ANTONIO LOPEZ C/V CALLE VADO 189 c/v Vado,Glorieta de Cádiz,Calle Antonio López nº 129,476.33
Instalación Deportiva Municipal Parque Lineal del Manzanares - Victoriano González,CALLE EMBAJADORES 324,Embajadores 191,Calle Sodio nº 1B,1833.89
Instalación Deportiva Municipal Puente de Praga,AVENIDA MANZANARES 176,San Delfín,Calle San Delfín nº 9,126.56
Instalación Deportiva Municipal Pádel  Marqués de Monistrol,CALLE RIBERA DEL MANZANARES 1,Paseo de la Florida,Paseo de la Florida nº 8,162.99
Instalación Deportiva Municipal Rocódromo 'Roc 30',AVENIDA MANZANARES 108,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,220.83
Instalación deportiva municipal básica Campo de Fútbol Gabriel Fernández,CALLE CUART DE POBLET 6,Caramuel,Calle Caramuel nº 51,2379.11
Parque Lineal UZI 0.06 Arroyofresno,CALLE MARIA DE MAEZTU 1,Pedro Rico,Calle Pedro Rico nº 4,3815.02
Pista de Patinaje Paco de Lucía,AUDITORIO PACO DE LUCIA ,Caramuel,Calle Caramuel nº 51,4017.12
Pista de petanca Centro de Mayores La Vaguada,AVENIDA MONFORTE DE LEMOS 36,Pedro Rico,Calle Pedro Rico nº 4,1690.24
